,date,username,text,full_name,month
10,2023-03-08 15:29:33+00:00,CabanD22,"This vintage International Women’s Day poster from Cuba is 😍😍😍\n\nHappy IWD, y’all! https://t.co/fHH3HRQpbT",Tiffany Cabán,2023-03
11,2023-03-07 16:40:36+00:00,CabanD22,📣DISTRICT 22 REMINDER\n\n🗓️Vote Week is March 25th - April 2nd!\n\n🗳️Do you know what projects you’re going to vote for? https://t.co/ML8LxE5swy,Tiffany Cabán,2023-03
12,2023-03-07 16:18:33+00:00,CabanD22,"This Women’s History Month, let’s be sure not only to celebrate women CEOs and Heads of State, but everyday women of all ethnicities, persuasions, countries of origin, and more.\n\nWomen do most of the domestic work, elder care, childcare, nursing, and teaching. Let’s honor THEM. https://t.co/C5BlFz97NC",Tiffany Cabán,2023-03
13,2023-03-07 15:09:46+00:00,CabanD22,"After after a slew of crashes in our neighborhood, we teamed up to call on @NYC_DOT to meet with us.\n\nAs you can see from our smiles, it was a productive discussion of immediate action steps — and Zohran’s bicycle.\n\nStay tuned for into about coming infrastructure improvements… https://t.co/As21zhEn8w",Tiffany Cabán,2023-03
14,2023-03-03 17:08:11+00:00,CabanD22,How it started              How it’s going https://t.co/xLrWNDJ5Zi,Tiffany Cabán,2023-03
15,2023-03-03 15:56:04+00:00,CabanD22,The money paragraph! 😮‍💨 https://t.co/ObE4tMFxRi,Tiffany Cabán,2023-03
16,2023-03-03 15:55:57+00:00,CabanD22,The money paragraph! 😮‍💨 https://t.co/ObE4tMFxRi,Tiffany Cabán,2023-03
17,2023-03-03 15:10:14+00:00,CabanD22,"🎉Your @PB_NYC ballots are here!\n\nAfter a lengthy process of D22 neighbors deliberating about what makes them feel most safe, we are incredibly proud to unveil the projects they selected for the final ballots. Check them out!\n\n🗳️Vote Week is March 25th - April 2nd! https://t.co/iTihd3L5jH",Tiffany Cabán,2023-03
18,2023-03-02 23:10:15+00:00,CabanD22,"The Citizenship Subway Series is your chance to receive free assistance with your #citizenship application. The next event, sponsored by NYC Council members @CabanD22 and @CMJulieWon will be this Sat, March 4, in #Queens. To learn more, call 646-664-9400. https://t.co/4jCq7tYx97",Tiffany Cabán,2023-03
19,2023-03-02 21:04:22+00:00,CabanD22,The Astoria Pool will be closed for upgrades this summer. https://t.co/Im0MGRUrzX https://t.co/QxwxZb1EjQ,Tiffany Cabán,2023-03
20,2023-03-02 20:10:45+00:00,CabanD22,"Nurses’ work conditions are patients’ conditions of care.\n\nSince we’re all patients at some point, we all have a vested interest in @nynurses getting a fair contract.\n\nI stand with them now, as I always have and always will. https://t.co/D1aZAPU8R1",Tiffany Cabán,2023-03
21,2023-03-02 19:23:24+00:00,CabanD22,"Last year, we fought for &amp; secured $10 million for childcare for undocumented families. \n\nBut that’s the floor! We need universal childcare.\n\nToday @CMJenGutierrez is introducing a bill to do just that. Proud to be fighting alongside parents &amp; providers for this essential care. https://t.co/e6E6DjZNJm",Tiffany Cabán,2023-03
22,2023-03-01 16:21:39+00:00,tiffany_caban,"@OsseChi Councilmember @tiffany_caban says she &amp; other CM's have lots of questions for the SRG that will go unanswered b/c they have chosen not to testify. ""If you can’t face the people’s elected counsel, you have no business billing us for your unlimited overtime,"" she says.",Tiffany Cabán,2023-03
23,2023-03-01 15:51:28+00:00,CabanD22,Embarrassing. Yet another example of how the NYPD REFUSES to answer to their many cases of abuse of power. This sort of arrogance and culture of impunity is exactly why we need to #DisbandSRG now! https://t.co/Zj0sqlhX3d,Tiffany Cabán,2023-03
24,2023-03-01 13:58:47+00:00,tiffany_caban,@AJRupchandani @NYC_DOT @CabanD22 Thanks for the heads up! We will look into it.,Tiffany Cabán,2023-03
25,2023-02-28 19:41:13+00:00,CabanD22,"This Saturday, March 4, I’m partnering with @CabanD22, @CUNYLaw, and community orgs for a free @CUNYCitizenship application event to help our neighbors on their path to U.S. Citizenship. Appointments required. See the flyers below or visit https://t.co/rrUYu96BiX for more info. https://t.co/cwxNFW0XBL",Tiffany Cabán,2023-02
26,2023-02-27 13:54:08+00:00,CabanD22,"Today we mourned the loss of Dolma Naadhun as a community. We celebrated her beautiful, joyous life with her peers and all who loved her at Astoria Heights Park where she often played. We also ate her favorite snacks — wing and pizza — in her memory. (1/4) https://t.co/is6EfARbD7",Tiffany Cabán,2023-02
27,2023-02-25 16:42:39+00:00,tiffany_caban,"Hey, y’all! I’m leading petitioning 2 shifts/day for @tiffany_caban’s re-election (and my Judicial Delegate re-election!) every Thursday and Saturday 3/2 to 3/18.\n\nWho’s down to help me for a shift or 2?! 👀https://t.co/CWvuXgMmbE",Tiffany Cabán,2023-02
28,2023-02-24 20:35:58+00:00,CabanD22,"Less than a month ago (on the one month anniversary of another senseless death in the neighborhood), we held a press conference with @SenGianaris, @SenGonzalezNY, and @ZohranKMamdani to call for… https://t.co/Z3gBZMF7z3",Tiffany Cabán,2023-02
29,2023-02-24 20:35:56+00:00,CabanD22,"Wanting more, we co-authored a letter with @CMJulieWon (who currently represents Newtown Road &amp; 45th Street) and @CMBrooksPowers, Chair of the Council’s Committee on Transportation, requesting seven specific remedies for the immediate area. We’re awaiting a formal response. https://t.co/u3uIbBW3RY",Tiffany Cabán,2023-02
30,2023-02-24 20:35:53+00:00,CabanD22,"Last weekend, our office and community were gutted to learn of the loss of 7-year-old Dolma Naadhu, tragically struck dead by a reckless driver who failed to heed a stop sign just a block outside our district. https://t.co/uJ7BvDpl0F",Tiffany Cabán,2023-02
31,2023-02-23 20:02:16+00:00,CabanD22,@CabanD22 @WellingCTMurals Very proud of our own @31stAveOS. The hard work of the group of volunteers and small biz. \n\nCan’t wait to restart it this year! https://t.co/lKIAr5dpZ1,Tiffany Cabán,2023-02
32,2023-02-23 18:26:42+00:00,CabanD22,“We have the most valuable land on earth and we keep giving it away to private developers who displace and extract wealth from our communities. That can’t keep happening. We need to pass the community land act.” \n\n@tiffany_caban https://t.co/XOhAZnnwnU,Tiffany Cabán,2023-02
33,2023-02-23 15:49:03+00:00,CabanD22,🙌🏽🙌🏽🙌🏽\n#SHIMBY https://t.co/hUH0XuiBtO,Tiffany Cabán,2023-02
34,2023-02-23 15:40:33+00:00,CabanD22,"Our Tibetan community is mourning the loss of 7-year-old Dolma Naadhun during what should be a joyous time celebrating Losar. @NYC_DOT must implement safety measures at Newtown Road &amp; 45th St to prevent further deaths &amp; injuries. Read our joint letter \n@CMBrooksPowers, @CabanD22. https://t.co/QVEA8QfJOi",Tiffany Cabán,2023-02
35,2023-02-22 21:16:35+00:00,CabanD22,@CabanD22 @WellingCTMurals Love @astoriabookshop @MovingImageNYC @beliefnyc and Bellucci Pizza,Tiffany Cabán,2023-02
36,2023-02-22 20:16:06+00:00,CabanD22,Let’s talk about what makes us #District22Proud…\n\nI’ll start: @WellingCTMurals and their incredible street art!\n\n(We even have some of their artists’ work hanging in our district office!)\n\nOk now y’all go👇🏽 https://t.co/dxEznrKGq7,Tiffany Cabán,2023-02
37,2023-02-21 18:06:25+00:00,CabanD22,"Today, I met with our partners at @cpc_nyc to hear updates on the Promise NYC program, which provides safe, reliable, and affordable childcare for undocumented families in all five boroughs, getting us one step closer to a healthy, equitable, and secure NYC for all. https://t.co/0bp21Xd2IM",Tiffany Cabán,2023-02
38,2023-02-16 21:29:12+00:00,CabanD22,"Who collects our trash, treats our tap water, maintains our parks, and does a million other things to keep this city moving?\n\nIt’s @DC37nyc members!\n💚💪🏿💪🏾💪🏽💪🏼💪🏻💚\n\nI’m with them all the way in the effort to get them the contract they deserve. https://t.co/2Hu9I9QEr0",Tiffany Cabán,2023-02
39,2023-02-16 20:16:32+00:00,CabanD22,The rise of the SHIMBY continues with this excellent op-Ed by the one and only @CMSandyNurse! https://t.co/LWrVj67x82,Tiffany Cabán,2023-02
40,2023-02-16 17:49:07+00:00,CabanD22,"Proud to join @NYCCouncil38, @CMPiSanchez and other colleagues in support of the NY Working Families Tax Credit. Let’s get our money where it needs to go! https://t.co/fn8peRnWVc",Tiffany Cabán,2023-02
41,2023-02-16 13:52:13+00:00,CabanD22,"Today I’m introducing a resolution for the state legislature to pass and @GovKathyHochul to expeditiously sign Good Cause Eviction. \n\nYesterday, my team supported a tenant who was illegally locked out of his apartment. We can’t afford to wait another year. Pass Good Cause now! https://t.co/WyUTOkXjbK",Tiffany Cabán,2023-02
42,2023-02-15 16:27:51+00:00,tiffany_caban,"Thank you @tiffany_caban for the shout-out. We couldn't agree with you more. ""Don’t let him mislead you, though: it’s not because we don’t care about public safety. It’s because we are actually courageous enough to do what needs to be done to achieve it."" https://t.co/ivaeRDzXn0",Tiffany Cabán,2023-02
43,2023-02-15 16:17:22+00:00,tiffany_caban,"🚨 Eric Adams's preliminary budget is a disaster for New Yorkers 🚨 \n\nJoin us 7 PM Fri Feb 24 at @PeoplesForumNYC for a town hall with @tiffany_caban and city workers to learn what you can do to fight back! \n\nHybrid in-person and online event, RSVP at https://t.co/YGHYhEM9D8 https://t.co/L3JsUir5Nv",Tiffany Cabán,2023-02
44,2023-02-14 21:11:02+00:00,tiffany_caban,"Roses are red, violets are blue, we want #FairChanceForHousing, how about you?\n\n@NYCMayor @NYCSpeakerAdams https://t.co/knnKfjTVGw",Tiffany Cabán,2023-02
45,2023-02-14 16:38:40+00:00,tiffany_caban,"Thanks to John from Queens for calling in to @BrianLehrer on @WNYC to ask whether non-violent mental health responders are in danger out on calls.\n\nGlad to have a chance to relay what I’ve seen in Denver and Portland, including what I’ve heard from high ranking police officers. https://t.co/uYdVgxFIvB",Tiffany Cabán,2023-02
46,2023-02-14 16:38:27+00:00,CabanD22,"Thanks to John from Queens for calling in to @BrianLehrer on @WNYC to ask whether non-violent mental health responders are in danger out on calls.\n\nGlad to have a chance to relay what I’ve seen in Denver and Portland, including what I’ve heard from high ranking police officers. https://t.co/uYdVgxFIvB",Tiffany Cabán,2023-02
47,2023-02-13 19:26:37+00:00,CabanD22,"🔑 🔑 🔑\n\nThe Speaker is exactly right! Public safety depends on funding these vital initiatives, agencies, &amp; organizations.\n\nWe can’t let the Mayor slash mental health, homeless services, schools, etc by billions of dollars &amp; expect the public safety outcomes we need &amp; deserve. https://t.co/WHBsRwJMd3",Tiffany Cabán,2023-02
48,2023-02-10 19:36:02+00:00,tiffany_caban,Want to hear about the transition from the failed carceral model of public safety to proven non-violent approaches?\n\nCatch me talking about my @CityAndStateNY op-Ed:\n\n📺 TONIGHT on @NY1’s @InsideCityHall\n🎙️MONDAY on @WNYC’s The @BrianLehrer Show\n\nhttps://t.co/OjkTZuebs6,Tiffany Cabán,2023-02
49,2023-02-10 18:11:46+00:00,CabanD22,"From a leading progressive, @CabanD22: (Entire piece worth reading)\n\n“Homeless outreach ought to be performed by social workers. Speeding violations ought to be assessed by cameras. School conflicts ought to be mediated by counselors.” https://t.co/lfZI1kRMay",Tiffany Cabán,2023-02
50,2023-02-10 17:08:39+00:00,tiffany_caban,"You’re 100% right @althea4theBX!\n\nThis is unconscionable cruelty, and we cannot allow it to continue. The young people of New York City deserve so much better.\n\nShame on us if we don’t address this like the emergency it is. https://t.co/Sa30dQJFQP",Tiffany Cabán,2023-02
51,2023-02-10 15:53:54+00:00,CabanD22,"Thank you @CabanD22, that’s right, we know that employers so often want to do the right thing but need guidance, such as what the #SecureJobsAct would provide them! That is why we’re part of the @SecureJobsNYC coalition ✊ #FairCare https://t.co/wS4tP9iUt9",Tiffany Cabán,2023-02
52,2023-02-10 14:13:00+00:00,tiffany_caban,"A true commitment to public safety *requires* reducing the size and scope of the NYPD and DOC.\n\n@NYCMayor can demagogue all he wants, it’s not actually that hard to understand. https://t.co/ZUU9q4VdG6 https://t.co/KGFVHwsp9I https://t.co/dNfs2srVkA",Tiffany Cabán,2023-02
53,2023-02-09 21:11:57+00:00,CabanD22,"🫡 Headliners for Sunday's Day of Action for Secure Jobs!\n\n🔥Socialist in Office @tiffany_caban\n🔥Gerald Bryson &amp; Jordan Flowers, @amazonlabor \n🔥Amy Pinilla, @MaketheRoadNY &amp; @SecureJobsNYC \n🔥UAW Region 9A Director @mancillabrando \n\nJOIN US ⤵️⤵️\n👉https://t.co/0B6NBZt6Sg👈 https://t.co/xC9sCL3Try",Tiffany Cabán,2023-02
54,2023-02-09 20:53:09+00:00,tiffany_caban,"🫡 Headliners for Sunday's Day of Action for Secure Jobs!\n\n🔥Socialist in Office @tiffany_caban\n🔥Gerald Bryson &amp; Jordan Flowers, @amazonlabor \n🔥Amy Pinilla, @MaketheRoadNY &amp; @SecureJobsNYC \n🔥UAW Region 9A Director @mancillabrando \n\nJOIN US ⤵️⤵️\n👉https://t.co/0B6NBZt6Sg👈 https://t.co/xC9sCL3Try",Tiffany Cabán,2023-02
55,2023-02-07 16:46:28+00:00,tiffany_caban,"During #BlackHistoryMonth, we most often learn about the age of enslavement/Civil War, &amp; Civil Rights Revolution of the 1950’s-60’s.\n\nBut we rarely learn what happened BETWEEN those periods, in one of the most important, illuminating periods in US history.\n\nSome recommendations:",Tiffany Cabán,2023-02
56,2023-02-07 14:20:25+00:00,CabanD22,“That is too much money.” https://t.co/E9FFvYcjAX,Tiffany Cabán,2023-02
57,2023-02-06 20:23:28+00:00,tiffany_caban,.@AOC  speaks at a fundraiser for @tiffany_caban  this past Saturday. \n\n“We really cannot underestimate what was started just a few short years ago…”\n\nStarting in 2018 our movement has worked to put Democratic Socialists into every level of our government. https://t.co/y25mh39RO7,Tiffany Cabán,2023-02
58,2023-02-06 14:35:16+00:00,CabanD22,Khalil Gibran Muhammad - The Condemnation of Blackness\n\nBrooks D. Simpson - Reconstruction: Voices from America's First Great Struggle for Racial Equality\n\nIsabel Wilkerson - The Warmth of Other Suns\n\nC. Vann Woodward - The Strange Career of Jim Crow https://t.co/GOpeCxUPAR,Tiffany Cabán,2023-02
59,2023-02-06 14:35:15+00:00,CabanD22,W.E.B. Du Bois - Black Reconstruction In America\n\nEric Foner - Reconstruction\n\nGlenda Elizabeth Gilmore - Defying Dixie\n\nRobin D.G. Kelley - Hammer and Hoe https://t.co/Vu62bpPLmH,Tiffany Cabán,2023-02
60,2023-02-04 19:50:25+00:00,tiffany_caban,"Tonight’s the night to help launch @tiffany_caban's re-election!\n\nIn her first year in the Council, Tiffany led our successful push for groundbreaking childcare access for undocumented kids &amp; launched the campaign to protect NYC workers from unfair firing. https://t.co/b2H6n5Pccf https://t.co/tjYcERxuZ9",Tiffany Cabán,2023-02
61,2023-02-04 19:49:57+00:00,tiffany_caban,"It might be one of the coldest days in NYC - so like obviously come warm up, and hangout with my dear friend @tiffany_caban (and some other cool people) ❤\n\nRegister at https://t.co/eV4hiiwG6L https://t.co/wIPcyD7Z2N",Tiffany Cabán,2023-02
62,2023-02-04 16:47:52+00:00,tiffany_caban,See you all tonight to celebrate my sister @tiffany_caban!\n\nContribute &amp; RSVP here: \n https://t.co/3TBFi4Sllz https://t.co/8akfK7zzby,Tiffany Cabán,2023-02
63,2023-02-03 19:57:02+00:00,tiffany_caban,Yet more proof: Guaranteeing people the resources they need to lead a dignified life generates better safety outcomes than punishment-based enforcement could ever hope to. https://t.co/Td8SAOnRU6,Tiffany Cabán,2023-02
64,2023-02-02 17:07:13+00:00,CabanD22,"Every worker deserves security.\n\nA bill in NYC by @tiffany_caban would provide workers with just cause protections-- making it so that employers have to provide 14 days notice, a written explanation, and proof of economic hardship before layoffs.\n\nhttps://t.co/lsqaiI8fNb",Tiffany Cabán,2023-02
65,2023-02-02 16:09:07+00:00,tiffany_caban,"Every worker deserves security.\n\nA bill in NYC by @tiffany_caban would provide workers with just cause protections-- making it so that employers have to provide 14 days notice, a written explanation, and proof of economic hardship before layoffs.\n\nhttps://t.co/lsqaiI8fNb",Tiffany Cabán,2023-02
66,2023-02-01 17:24:28+00:00,tiffany_caban,Have you ever been fired from a job unfairly? Let’s hear the story👇🏽,Tiffany Cabán,2023-02
67,2023-01-30 16:45:50+00:00,tiffany_caban,The @SecureJobsNYC Act is a no-brainer:\n\n🟠60% of fired NYers say they were fired without just cause\n🟠Nearly 90% were given no warning\n🟠79% of NYC workers support the provisions in this bill\n\nAll that &amp; more in this jaw-dropping @DataProgress report: https://t.co/KB28PpSJfz,Tiffany Cabán,2023-01
68,2023-01-30 01:09:20+00:00,tiffany_caban,"Political courage is seemingly hard to come by but @tiffany_caban has it in spades (and trust me, I’d know). \n\nShe’s running for re-election and we’re having an all-out banger of a party to celebrate. RSVP before tickets run out: https://t.co/21KwNCbCFO https://t.co/3p43WA6qP3",Tiffany Cabán,2023-01
69,2023-01-27 19:46:51+00:00,CabanD22,NYC NEEDS #FairRentNYC\n\n#Intro93 REACHED 24 CO-SPONSORS\nTIME TO PASS COMMERCIAL RENT STABILIZATION\n\nCAN WE COUNT ON YOU?\n@NYCSpeakerAdams @JulieMenin https://t.co/3udb8pO25f,Tiffany Cabán,2023-01
70,2023-01-26 15:06:38+00:00,CabanD22,Very solid @NY1 coverage of yesterday’s hearing. https://t.co/rKfJzawrBP https://t.co/Khxs7kcA1S,Tiffany Cabán,2023-01
71,2023-01-26 14:44:07+00:00,CabanD22,Proud to join my colleagues in encouraging the Mayor to support the #FixTheMTA legislative package in Albany. The MTA is the lifeblood of our city and NYers deserve better than crumbling stations &amp; inconsistent service.\n\nLearn more at https://t.co/HKVI0CUtxJ https://t.co/wW56YickyK,Tiffany Cabán,2023-01
72,2023-01-25 20:54:11+00:00,tiffany_caban,"At unrelated hearing on treatment of trans detainees, Council Member @tiffany_caban brought up this issue over restrictions to video, telling @DOCCommish: \n“Under your leadership, the DOC has acquired a reputation as something of a rogue agency, unanswerable to oversight bodies.""",Tiffany Cabán,2023-01
73,2023-01-25 20:19:35+00:00,CabanD22,This is not the way to prioritize public safety.\n\nEither you care about outcomes or you don’t. https://t.co/kVMpddfvze,Tiffany Cabán,2023-01
74,2023-01-25 19:33:43+00:00,CabanD22,"CLTs and nonprofit developers need more tools to create and preserve permanently affordable housing, community and commercial spaces. Thank you to @CabanD22 for being a champion of the #CommunityLandAct, a set of bills that would do just that!  #CLTsforNYC #PassTheCLA https://t.co/GfS4kftTJ8",Tiffany Cabán,2023-01
75,2023-01-25 15:58:40+00:00,CabanD22,I have to boost yesterday’s in depth reporting from @georgejoseph94 again: https://t.co/51ns2pcUDU,Tiffany Cabán,2023-01
76,2023-01-25 15:49:49+00:00,tiffany_caban,I regard every death in captivity as a murder at the hands of the captors.,Tiffany Cabán,2023-01
77,2023-01-25 15:49:38+00:00,CabanD22,I regard every death in captivity as a murder at the hands of the captors.,Tiffany Cabán,2023-01
78,2023-01-25 01:10:07+00:00,CabanD22,"CM @CabanD22 shared on the importance of passing The Secure Jobs Act at the @SecureJobsNYC's campaign launch:\n\n“It means waking up, going to work and having the security and confidence of knowing that you’re going to go home w/ your job,” #EndUnjustFirings https://t.co/SpvFVvPffB",Tiffany Cabán,2023-01
79,2023-01-24 14:05:30+00:00,tiffany_caban,"A must-read from @georgejoseph94, and couldn’t be more timely, as I gear up to co-chair a hearing *tomorrow* on TGNCNBI Individuals at Rikers. https://t.co/aD8tdEFt06",Tiffany Cabán,2023-01
80,2023-01-23 21:30:00+00:00,CabanD22,"Here with the whole @SecureJobsNYC coalition launching our campaign for the Secure Jobs Act!\n\nMost working NYers are forced to live under the constant threat of being fired for any reason, or no reason at all, with no warning, no explanation, and no recourse.\n\nEnough. https://t.co/5Gmy5d0Zvy",Tiffany Cabán,2023-01
81,2023-01-23 18:16:03+00:00,tiffany_caban,@brandworkers\n@El_CentroNYC\n@CaribEquality\n@CityWorkers4NYC\n@cacf\n@elhormigueronyc\n@WECNYC1\n@wearemalikah\n@nyccoalition4dw\n\nCo-sponsors\n@CMSandyNurse\n@CMShahanaHanif\n@CMRestler\n@CMbarron2\n@NYCCouncil38\n@CMJenGutierrez\n@nycdistrict1\n@CMChiOsse\n@CMFarahLouis\n\n2/3,Tiffany Cabán,2023-01
82,2023-01-23 16:53:24+00:00,tiffany_caban,"Compañeras @JenGutierrezNYC and @alexaforcouncil came through to stand up for worker power, freedom, democracy, and a NYC that works for all of us — not just the ultra-rich! https://t.co/ypQMURvJ1R",Tiffany Cabán,2023-01
83,2023-01-23 16:32:33+00:00,tiffany_caban,UP NOW: Prime sponsor and champion @Tiffany_Caban: \n\n“When we move away from that control and domination into a place of a caring economy that understand that is the workers who do the work that we need to be supporting and taking care of.”\n\n#EndUnjustFirings https://t.co/7dP3EsWCcC,Tiffany Cabán,2023-01
84,2023-01-18 16:19:00+00:00,CabanD22,@CMCrystalHudson @CMChiOsse @ebottcher @Lynn4NYC @NYCSpeakerAdams @LGBTCenterNYC We even had a chance to check out the @LGBTCenterNYC's incredible community-based archive that collects and makes available to the public works that document LGBTQIA+ lives and organizations centered in and around New York. Y'all know this was one of my fave parts of the tour! 📚 https://t.co/PZAc1STXW6,Tiffany Cabán,2023-01
85,2023-01-18 16:18:35+00:00,tiffany_caban,The idea that LaSalle would also overturn his own or similar rulings if only he were elevated to the states top court. The mental gymnastics. In fact as I write this tweet it’s exactly what LaSalle is suggesting in his testimony at this very moment.,Tiffany Cabán,2023-01
86,2023-01-18 16:14:54+00:00,CabanD22,"🌈I joined LGBTQIA+ Caucus members @CMCrystalHudson, @CMChiOsse, @ebottcher, @Lynn4NYC, &amp; @NYCSpeakerAdams, to tour the @LGBTCenterNYC &amp; learn about the Center's health and wellness programs, arts &amp; cultural events, and other supportive services for LGBTQIA+ New Yorkers. https://t.co/C9w2uFw2fo",Tiffany Cabán,2023-01
87,2023-01-17 18:00:17+00:00,CabanD22,My office is dedicated to building a more sustainable &amp; equitable NYC. That's why I'm asking @NYCSanitation to reconsider their decision to pause the Queen's composting program this winter. An accessible and reliable composting program is what our communities deserve. https://t.co/JV438x1wMX,Tiffany Cabán,2023-01
88,2023-01-13 23:29:28+00:00,tiffany_caban,"I’m running for re-election *this year* and tonight is our first big fundraising deadline. \n\nBecause of redistricting, we’re welcoming in over 9k new constituents! Can you chip in $5, $10, or $22 before midnight to help us reach our new voters?\n\nDonate at https://t.co/ylj1QiTnz4 https://t.co/hqIbyBYhDF",Tiffany Cabán,2023-01
89,2023-01-13 15:01:12+00:00,tiffany_caban,"Extremely proud to report that, with 15 of our 22 bills receiving a vote, the Committee on Women &amp; Gender Equity, which I chair, was the\n\n🏆NUBER🎉ONE🎈\n🎊MOST💐PRODUCTIVE🥂\n\ncommittee in 2022! https://t.co/j4qRYyOgY2",Tiffany Cabán,2023-01
90,2023-01-12 20:47:30+00:00,CabanD22,"I am excited to fight alongside @NYCSpeakerAdams, Finance Chair @JustinBrannan, &amp; the rest of my colleagues in the @NYCCouncil to ensure that our commitments to true public safety and public health win the day…",Tiffany Cabán,2023-01
91,2023-01-12 20:47:26+00:00,CabanD22,"Today, @NYCMayor offered a superficial presentation to promote his preliminary budget, and offered practically no specifics.\n\nMy response, threaded below for accessibility👇🏽 https://t.co/BOppCHcKgS",Tiffany Cabán,2023-01
92,2023-01-12 15:50:47+00:00,CabanD22,"💯💯💯\n\nI am very excited to fight alongside @NYCSpeakerAdams this year for a budget that reflects our commitment to a truly safe, healthy New York.\n\nDefunding essential services is an attack on working New Yorkers. The Council stands ready to offer a different vision. https://t.co/pL8dVAFsKF",Tiffany Cabán,2023-01
93,2023-01-12 15:46:09+00:00,CabanD22,"Remember how, a few weeks ago, a set of us spoke with a loud and clear voice against @NYCMayor cruel, dangerous austerity budget modification?\n\nWe’ll here’s an update. https://t.co/EN9BUJ4AYF https://t.co/P5kTUNME9G https://t.co/2r3m8zXq4B",Tiffany Cabán,2023-01
94,2023-01-11 14:43:07+00:00,CabanD22,"Read my full statement on the proposed changes to health coverage for municipal employees and retirees, threaded below for accessibility👇🏽 https://t.co/o1x23eWngB",Tiffany Cabán,2023-01
95,2023-01-10 21:16:45+00:00,CabanD22,I stand with @nynurses in their fight for better working conditions and a fair contract. Safe staffing saves lives! https://t.co/rqYzuZntkH,Tiffany Cabán,2023-01
96,2023-01-09 15:38:18+00:00,CabanD22,"We have already lost too many beloved neighbors, family, &amp; friends.\n\nNo more tinkering around the edges: it’s time for bold steps to make our streets safer for cyclists &amp; pedestrians.\n\nWe need protected lanes now, and ultimately entire protected streets. https://t.co/0W7sZCWqKJ https://t.co/xuEhQgmsTD",Tiffany Cabán,2023-01
97,2023-01-09 14:48:24+00:00,CabanD22,"After a huge wave of closures and consolidations, our city’s hospitals are almost all owned by a tiny handful of mega-networks whose CEOs rake money in hand over fist.\n\nTime to stop short-changing patients: We need safe staffing ratios and pay policies aimed at retaining nurses. https://t.co/xT4zW1C9mK",Tiffany Cabán,2023-01
